vec_dot|q4_0|typed-flat|arity2|micro-fixed,g8s3-opp-reparse,mechanism,opp-reparse-symbol-level,g8-stage3-opponent-reparse,n_a(opp-reparse-no-AB),vlen=256,tot70/rvv12/mac3;block-dot-weak,pending-§6,pending-§6,pending-§6,n_a,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,naive,pending-§6,pending-§6,pending-§6,n_a,n_a,n_a,n_a,n_a,n_a,opp-reparse-clang18-sym,k1-SpacemiTX60-VLEN256-clang18.1.8-Bianbu-core0_3,2026-07-14-g8-stage3-opp-reparse,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,ggml=e36a602(vericurve)+stock-1x16.so,matmul-kernel-sym,pending-§6,light-vec,ggml_vec_dot_q4_0_q8_0,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,clang18-sym,pending-§6,in-denom
vec_dot|q4_1|typed-flat|arity2|micro-fixed,g8s3-opp-reparse,mechanism,opp-reparse-symbol-level,g8-stage3-opponent-reparse,n_a(opp-reparse-no-AB),vlen=256,tot73/rvv10/mac3;block-dot-weak,pending-§6,pending-§6,pending-§6,n_a,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,naive,pending-§6,pending-§6,pending-§6,n_a,n_a,n_a,n_a,n_a,n_a,opp-reparse-clang18-sym,k1-SpacemiTX60-VLEN256-clang18.1.8-Bianbu-core0_3,2026-07-14-g8-stage3-opp-reparse,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,ggml=e36a602(vericurve)+stock-1x16.so,matmul-kernel-sym,pending-§6,light-vec,ggml_vec_dot_q4_1_q8_1,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,clang18-sym,pending-§6,in-denom
vec_dot|q5_0|typed-flat|arity2|micro-fixed,g8s3-opp-reparse,mechanism,opp-reparse-symbol-level,g8-stage3-opponent-reparse,n_a(opp-reparse-no-AB),vlen=256,tot74/rvv12/mac2;board-diff-rvv-q5_0-native22rvv,pending-§6,pending-§6,pending-§6,n_a,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,naive,pending-§6,pending-§6,pending-§6,n_a,n_a,n_a,n_a,n_a,n_a,opp-reparse-clang18-sym,k1-SpacemiTX60-VLEN256-clang18.1.8-Bianbu-core0_3,2026-07-14-g8-stage3-opp-reparse,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,ggml=e36a602(vericurve)+stock-1x16.so,matmul-kernel-sym,pending-§6,light-vec,ggml_vec_dot_q5_0_q8_0,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,clang18-sym,pending-§6,in-denom
vec_dot|q5_1|typed-flat|arity2|micro-fixed,g8s3-opp-reparse,mechanism,opp-reparse-symbol-level,g8-stage3-opponent-reparse,n_a(opp-reparse-no-AB),vlen=256,tot79/rvv11/mac2;board-diff,pending-§6,pending-§6,pending-§6,n_a,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,naive,pending-§6,pending-§6,pending-§6,n_a,n_a,n_a,n_a,n_a,n_a,opp-reparse-clang18-sym,k1-SpacemiTX60-VLEN256-clang18.1.8-Bianbu-core0_3,2026-07-14-g8-stage3-opp-reparse,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,ggml=e36a602(vericurve)+stock-1x16.so,matmul-kernel-sym,pending-§6,light-vec,ggml_vec_dot_q5_1_q8_1,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,clang18-sym,pending-§6,in-denom
vec_dot|q8_0|typed-flat|arity2|micro-fixed,g8s3-opp-reparse,mechanism,opp-reparse-symbol-level,g8-stage3-opponent-reparse,n_a(opp-reparse-no-AB),vlen=256,tot63/rvv6/mac2;lightest,pending-§6,pending-§6,pending-§6,n_a,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,naive,pending-§6,pending-§6,pending-§6,n_a,n_a,n_a,n_a,n_a,n_a,opp-reparse-clang18-sym,k1-SpacemiTX60-VLEN256-clang18.1.8-Bianbu-core0_3,2026-07-14-g8-stage3-opp-reparse,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,ggml=e36a602(vericurve)+stock-1x16.so,matmul-kernel-sym,pending-§6,light-vec,ggml_vec_dot_q8_0_q8_0,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,clang18-sym,pending-§6,in-denom
vec_dot|q2_K|typed-super-block|arity2|micro-fixed,g8s3-opp-reparse,mechanism,opp-reparse-symbol-level,g8-stage3-opponent-reparse,n_a(opp-reparse-no-AB),vlen=256,tot167/rvv85/mac22/gather8;vl256-spec-STRONG,pending-§6,pending-§6,pending-§6,n_a,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,factory,pending-§6,pending-§6,pending-§6,n_a,n_a,n_a,n_a,n_a,n_a,opp-reparse-clang18-sym,k1-SpacemiTX60-VLEN256-clang18.1.8-Bianbu-core0_3,2026-07-14-g8-stage3-opp-reparse,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,ggml=e36a602(vericurve)+stock-1x16.so,matmul-kernel-sym,pending-§6,hand-tuned,ggml_vec_dot_q2_K_q8_K_vl256,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,clang18-sym,pending-§6,in-denom
vec_dot|q3_K|typed-super-block|arity2|micro-fixed,g8s3-opp-reparse,mechanism,opp-reparse-symbol-level,g8-stage3-opponent-reparse,n_a(opp-reparse-no-AB),vlen=256,tot264/rvv96/mac32;vl256-spec-STRONG,pending-§6,pending-§6,pending-§6,n_a,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,factory,pending-§6,pending-§6,pending-§6,n_a,n_a,n_a,n_a,n_a,n_a,opp-reparse-clang18-sym,k1-SpacemiTX60-VLEN256-clang18.1.8-Bianbu-core0_3,2026-07-14-g8-stage3-opp-reparse,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,ggml=e36a602(vericurve)+stock-1x16.so,matmul-kernel-sym,pending-§6,hand-tuned,ggml_vec_dot_q3_K_q8_K_vl256,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,clang18-sym,pending-§6,in-denom
vec_dot|q4_K|typed-super-block|arity2|micro-fixed,g8s3-opp-reparse,mechanism,opp-reparse-symbol-level,g8-stage3-opponent-reparse,n_a(opp-reparse-no-AB),vlen=256,tot211/rvv54/mac18;vl256-spec-STRONG-blockdot,pending-§6,pending-§6,pending-§6,n_a,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,factory,pending-§6,pending-§6,pending-§6,n_a,n_a,n_a,n_a,n_a,n_a,opp-reparse-clang18-sym,k1-SpacemiTX60-VLEN256-clang18.1.8-Bianbu-core0_3,2026-07-14-g8-stage3-opp-reparse,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,ggml=e36a602(vericurve)+stock-1x16.so,matmul-kernel-sym,pending-§6,hand-tuned,ggml_vec_dot_q4_K_q8_K_vl256,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,clang18-sym,pending-§6,in-denom
vec_dot|q5_K|typed-super-block|arity2|micro-fixed,g8s3-opp-reparse,mechanism,opp-reparse-symbol-level,g8-stage3-opponent-reparse,n_a(opp-reparse-no-AB),vlen=256,tot238/rvv82/mac26/vset15;NO-vl-spec-唯一未手调-boundary,pending-§6,pending-§6,pending-§6,n_a,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,factory,pending-§6,pending-§6,pending-§6,n_a,n_a,n_a,n_a,n_a,n_a,opp-reparse-clang18-sym,k1-SpacemiTX60-VLEN256-clang18.1.8-Bianbu-core0_3,2026-07-14-g8-stage3-opp-reparse,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,ggml=e36a602(vericurve)+stock-1x16.so,matmul-kernel-sym,pending-§6,native-vec-heavy,ggml_vec_dot_q5_K_q8_K,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,clang18-sym,pending-§6,in-denom
vec_dot|q6_K|typed-super-block|arity2|micro-fixed,g8s3-opp-reparse,mechanism,opp-reparse-symbol-level,g8-stage3-opponent-reparse,n_a(opp-reparse-no-AB),vlen=256,tot189/rvv103/mac32;vl256-spec-STRONG,pending-§6,pending-§6,pending-§6,n_a,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,factory,pending-§6,pending-§6,pending-§6,n_a,n_a,n_a,n_a,n_a,n_a,opp-reparse-clang18-sym,k1-SpacemiTX60-VLEN256-clang18.1.8-Bianbu-core0_3,2026-07-14-g8-stage3-opp-reparse,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,ggml=e36a602(vericurve)+stock-1x16.so,matmul-kernel-sym,pending-§6,hand-tuned,ggml_vec_dot_q6_K_q8_K_vl256,g8-stage3-opponent-reparse/k1/objdump_metrics_k1.txt,clang18-sym,pending-§6,in-denom
